icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a95c2f,1614232020,KJFK,1614254333,EBBR,NCR865  ,1691,323,814.0,132.0,0,3
8990e0,1614231151,KJFK,1614284894,RCTP,EVA031  ,1638,148,10265.0,462.0,0,1
a4bbde,1614230561,KJFK,1614267116,LLBG,DAL3459 ,2093,354,2556.0,12.0,0,4
a1a0c4,1614229646,KJFK,1614239956,TJSJ,JBU1403 ,1365,277,2310.0,35.0,0,1
ab60e3,1614228904,KJFK,1614257023,,DAL156  ,2845,460,,,0,0
4ba948,1614228790,KJFK,1614260699,LTFM,THY12   ,2505,300,6289.0,182.0,0,2
8964a8,1614227181,KJFK,1614269669,OMDB,UAE202  ,2376,316,2169.0,3.0,0,2
c04aee,1614227081,KJFK,1614231018,CYHM,CJT246  ,849,186,588.0,24.0,0,6
aabb53,1614226986,KJFK,1614248849,KLAX,SCX3053 ,1599,125,1615.0,53.0,0,8
acb1f5,1614226935,KJFK,1614229868,KJFK,N917PD  ,10802,133,9899.0,79.0,0,2
780231,1614226684,KJFK,1614233967,KORD,CPA095  ,2036,178,1618.0,98.0,0,5
a53781,1614226560,KJFK,1614233449,KSDF,UPS9793 ,675,270,1764.0,46.0,0,11
a413f8,1614226490,KJFK,1614232017,KK62,ABX152  ,1191,285,6889.0,1478.0,0,6
ad6415,1614226311,KJFK,1614234358,,FDX1292 ,1019,384,,,0,0
a2daf0,1614225402,KJFK,1614232038,KSDF,UPS1111 ,1418,354,1764.0,46.0,0,11
a7acc5,1614224723,KJFK,1614231689,KIND,FDX1612 ,1572,285,4150.0,54.0,0,32
a0733a,1614224621,KJFK,1614232012,IS40,UPS1125 ,2226,468,6538.0,263.0,0,23
ad734a,1614224542,KJFK,1614226045,,JBU437  ,2184,369,,,0,0
76cce5,1614223685,KJFK,1614285264,WSSS,SIA23   ,2419,338,7644.0,397.0,0,6
aa253b,1614222774,KJFK,1614244452,EGLL,AAL9821 ,1614,247,1187.0,109.0,0,6
4075b3,1614222634,KJFK,1614244094,EGLL,VIR688  ,1312,239,1276.0,116.0,0,6
a3176b,1614222086,KJFK,1614229787,,FDX1276 ,1332,232,,,0,0
ab6fbf,1614221559,KJFK,1614253245,SBGR,DAL471  ,2197,255,3373.0,81.0,0,2
394a0d,1614221196,KJFK,1614244137,LFPG,AFR5395 ,2099,422,1853.0,89.0,0,8
4850e6,1614221031,KJFK,1614244478,EHAM,KLM644  ,2016,293,2032.0,126.0,0,0
06a124,1614220631,KJFK,1614263515,OTHH,QTR59G  ,2061,338,1722.0,18.0,0,1
4005c1,1614220496,KJFK,1614242177,EGLL,BAW14K  ,2360,369,1227.0,116.0,0,6
040049,1614220346,KJFK,1614320244,RKSI,ETH513  ,2255,232,6119.0,168.0,0,1
a005c5,1614219096,KJFK,1614221363,KPSF,N100LY  ,1082,239,5047.0,489.0,0,5
a3bd81,1614218988,KJFK,1614221426,KSYR,EDV4851 ,1293,422,4862.0,267.0,0,12
a62ee6,1614218873,KJFK,1614235243,MMMX,GTI562  ,2282,247,4211.0,48.0,0,1
a13b66,1614218568,KJFK,1614222238,KBUF,JBU102  ,1269,293,1475.0,37.0,0,15
a22ab9,1614218293,KJFK,1614220613,KBOS,JBU1318 ,1289,361,1345.0,85.0,0,3
aae6d5,1614218169,KJFK,1614238589,EIDW,DAL3462 ,2008,293,1517.0,66.0,0,4
0200cb,1614217888,KJFK,1614239419,GMMN,RAM201N ,2176,186,2035.0,93.0,0,1
abfb99,1614217748,KJFK,1614220095,KBOS,RPA5740 ,924,338,1279.0,85.0,0,3
a44ca0,1614217657,KJFK,1614225473,KMCO,DAL1717 ,1368,201,5434.0,176.0,0,7
a089f0,1614217481,KJFK,1614219735,KPSF,N1339G  ,780,102,7608.0,527.0,0,5
a83e86,1614217329,KJFK,1614219257,,JBU1009 ,1996,354,,,0,0
407698,1614216934,KJFK,1614238284,EGLL,VIR606N ,1465,308,1646.0,101.0,0,6
a87fe4,1614216806,KJFK,1614223676,KATL,GTI450  ,851,239,550.0,61.0,0,22
8964bd,1614216551,KJFK,1614259824,,ETD47N  ,2895,331,,,0,0
acb1f5,1614216524,KJFK,1614219957,KJFK,N917PD  ,11043,156,9843.0,64.0,0,2
a95dba,1614216275,KJFK,1614237793,KSFO,DAL673  ,1663,293,425.0,95.0,0,5
4d21b4,1614216127,KJFK,1614237558,EGHH,MLT633  ,2358,338,1690.0,64.0,0,0
a11380,1614215826,KJFK,1614238966,LEMD,DAL3336 ,1267,308,1903.0,159.0,0,3
4005bb,1614215717,KJFK,1614237598,EGLL,BAW116  ,1766,323,2139.0,78.0,0,6
a3c246,1614215643,KJFK,1614224697,KMIA,DAL1629 ,1352,285,4676.0,89.0,0,7
a1a924,1614215527,KJFK,1614218697,KDCA,RPA5658 ,1164,491,36.0,18.0,0,5
aa7fa1,1614215426,KJFK,1614224365,KMCF,DAL1663 ,1542,323,3551.0,452.0,0,6
3965a3,1614215292,KJFK,1614238507,LFPG,AFR007  ,1687,331,1772.0,96.0,0,8
ac06be,1614215114,KJFK,1614218869,KBUF,RPA5754 ,1574,582,2109.0,98.0,0,15
ab0463,1614214356,KJFK,1614217584,KROC,RPA5663 ,942,377,590.0,58.0,0,12
ac89f7,1614214299,KJFK,1614222468,KMCO,JBU901  ,1546,255,4954.0,69.0,0,5
a9bd9a,1614214043,KJFK,1614235945,EGLL,AAL106  ,2184,384,1398.0,101.0,0,6
a34294,1614213967,KJFK,1614222910,KFLL,DAL1644 ,1786,506,486.0,78.0,0,4
01013c,1614212849,KJFK,1614247893,,MSR986  ,3213,338,,,0,0
ad7e6f,1614212027,KJFK,1614234586,KLAX,JBU1523 ,2364,430,2733.0,15.0,0,7
ad2f71,1614211673,KJFK,1614222425,TJSJ,JBU2503 ,1400,262,2434.0,12.0,0,1
acbe88,1614211265,KJFK,1614221849,TJSJ,DAL1859 ,1732,361,2615.0,27.0,0,1
a43f3c,1614211173,KJFK,1614220946,,DAL1985 ,2336,422,,,0,0
a486b3,1614210808,KJFK,1614213226,KBOS,EDV5561 ,720,377,1483.0,92.0,0,3
a4ce28,1614210686,KJFK,1614230685,KSEA,ATN3452 ,1133,338,615.0,139.0,0,12
4b1916,1614210554,KJFK,1614235146,LSZH,SWR15X  ,2011,338,981.0,164.0,0,7
ab5c69,1614210487,KJFK,1614217479,KATL,DAL399  ,1820,377,1379.0,23.0,0,22
a7ac54,1614210425,KJFK,1614232941,KSFO,ASA657  ,2249,415,530.0,103.0,0,5
aa305f,1614208956,KJFK,1614229408,KLAX,AAL3    ,1542,209,996.0,45.0,0,8
ab20e7,1614208572,KJFK,1614232379,EHAM,DAL46   ,1985,369,2283.0,103.0,0,0
a14fe0,1614208390,KJFK,1614229858,KLAX,DAL313  ,1605,384,1014.0,30.0,0,8
4ca74e,1614208117,KJFK,1614228872,EIDW,EIN104  ,1840,338,2152.0,5.0,0,4
a3b0fe,1614207906,KJFK,1614218182,KMSP,DAL933  ,1387,369,2672.0,42.0,0,11
abac50,1614207677,KJFK,1614233956,LIMC,DAL3464 ,1876,407,895.0,180.0,0,4
aa8499,1614207465,KJFK,1614257293,RJAA,SOO7970 ,2537,399,13719.0,574.0,0,2
ab4866,1614207053,KJFK,1614224847,KSLC,DAL765  ,1501,247,428.0,130.0,0,3
4ca938,1614206981,KJFK,1614234658,LIRF,AZA60M  ,2617,399,2927.0,95.0,0,3
a72b6b,1614206556,KJFK,1614215494,KFLL,JBU1401 ,1757,377,505.0,71.0,0,4
a96171,1614206464,KJFK,1614227122,KSEA,DAL307  ,1700,415,1051.0,147.0,0,11
a8a3ce,1614205086,KJFK,1614214208,KMIA,JBU2693 ,1669,346,2347.0,12.0,0,5
ace400,1614204973,KJFK,1614214526,FL95,LAK93   ,1419,369,5776.0,534.0,0,12
acc955,1614204630,KJFK,1614207304,KPSM,CNS603  ,1716,232,2496.0,114.0,0,9
a482fc,1614204340,KJFK,1614209795,KDTW,EDV5189 ,950,285,12042.0,611.0,0,7
8695c6,1614204104,KJFK,1614254209,RJTT,ANA109  ,1652,331,7062.0,217.0,0,1
aca29a,1614203975,KJFK,1614212697,KFLL,JBU1171 ,1691,316,509.0,63.0,0,4
a1a3a9,1614202660,KJFK,1614211138,FL35,JBU125  ,1193,277,5123.0,833.0,0,7
a45316,1614202551,KJFK,1614211585,KMIA,AAL1184 ,910,277,2210.0,5.0,0,5
aded77,1614202484,KJFK,1614204719,,JBU2637 ,1389,323,,,0,0
a1e1d8,1614201811,KJFK,1614210305,KORD,RPA5701 ,714,201,1997.0,21.0,0,4
a35ad3,1614201660,KJFK,1614203595,KTEB,EJA315  ,543,277,1878.0,111.0,0,3
4bb14f,1614201522,KJFK,1614209385,KORD,THY6275 ,1757,201,2578.0,16.0,0,4
acb1f5,1614201401,KJFK,1614205714,KJFK,N917PD  ,10794,64,9717.0,72.0,0,2
a1be10,1614201371,KJFK,1614204659,KDCA,RPA5762 ,586,270,72.0,18.0,0,5
0d0710,1614200914,KJFK,1614219697,MMMX,AMX409  ,2852,323,4207.0,40.0,0,1
86831e,1614200542,KJFK,1614250600,RJTT,JAL6709 ,2741,346,6578.0,187.0,0,1
ab649a,1614200423,KJFK,1614221967,KLAX,DAL309  ,1811,346,1021.0,22.0,0,8
a448ba,1614199802,KJFK,1614208247,KMCO,DAL760  ,1438,316,10112.0,397.0,0,6
ad2baa,1614199696,KJFK,1614207465,FD15,JBU2153 ,1158,346,29118.0,1525.0,0,0
a42efc,1614199610,KJFK,1614208257,FL35,DAL753  ,944,232,6166.0,780.0,0,8
ade609,1614199536,KJFK,1614207746,KMCO,JBU84   ,583,209,10566.0,405.0,0,6
a35012,1614199441,KJFK,1614208143,KFLL,DAL693  ,1557,331,796.0,63.0,0,4
a3e525,1614199383,KJFK,1614206444,KATL,DAL45   ,1448,300,2267.0,30.0,0,20
4cc534,1614199243,KJFK,1614222539,EBLG,SVA3942 ,2155,308,2324.0,78.0,0,3
a42b45,1614198900,KJFK,1614207747,KMIA,DAL1521 ,1751,361,2747.0,35.0,0,5
a19cc7,1614198815,KJFK,1614200369,,JBU1309 ,1921,331,,,0,0
a44240,1614198622,KJFK,1614208058,KRSW,DAL1525 ,1396,285,2927.0,21.0,0,8
ad4bcb,1614198042,KJFK,1614206979,KRSW,JBU1729 ,1302,217,3070.0,21.0,0,8
a3e9b2,1614197880,KJFK,1614208124,KMSP,DAL978  ,1379,308,3818.0,40.0,0,10
a8d224,1614197172,KJFK,1614201378,KRDU,EDV4636 ,687,209,2476.0,19.0,0,6
ade9c0,1614197110,KJFK,1614199254,,JBU1537 ,1917,346,,,0,0
a93d7c,1614196933,KJFK,1614199359,KBOS,EDV4694 ,747,178,3046.0,138.0,0,3
a1a0a1,1614195983,KJFK,1614216899,,JBU1769 ,1489,255,,,0,0
899113,1614195849,KJFK,1614222649,6AK5,CAL5321 ,2195,224,4132.0,272.0,0,14
7380c9,1614194776,KJFK,1614230295,LLBG,ELY014  ,2758,262,2360.0,10.0,0,4
780c5b,1614194617,KJFK,1614222056,6AK5,CAO1050 ,1998,293,2302.0,364.0,0,14
ad6c3b,1614193597,KJFK,1614213015,KPHX,AAL658  ,2229,300,1129.0,10.0,0,10
780f3d,1614193467,KJFK,1614282202,WSSS,CES7258 ,2441,270,3321.0,168.0,0,6
a8b8ba,1614193380,KJFK,1614201599,KMCO,JBU1001 ,874,163,5713.0,168.0,0,7
aaf111,1614193022,KJFK,1614203854,TJSJ,DAL1853 ,1772,186,2767.0,42.0,0,1
448465,1614192358,KJFK,1614215154,EBLG,FRH532  ,2634,217,3380.0,10.0,0,3
71c381,1614190633,KJFK,1614239773,RKSI,AAR221  ,2831,361,6815.0,206.0,0,1
abb2d5,1614190443,KJFK,1614191984,,DAL1855 ,3341,361,,,0,0
ac21e4,1614190314,KJFK,1614191953,,DAL1908 ,2356,277,,,0,0
a124b5,1614190156,KJFK,1614207654,SKBO,DAL253  ,1848,384,3603.0,42.0,0,2
8004e0,1614190056,KJFK,1614235468,VIDP,AIC102  ,3154,293,2125.0,22.0,0,2
a4c7e5,1614189272,KJFK,1614190283,KJFK,N407NY  ,10592,26,9836.0,41.0,0,2
aad375,1614189153,KJFK,1614190669,KTEB,EJA797  ,2593,392,1698.0,58.0,0,3
ab321c,1614188795,KJFK,1614195673,KATL,DAL418  ,3025,437,2073.0,14.0,0,20
868078,1614188604,KJFK,1614237982,RJAK,JAL8005 ,2568,300,15083.0,551.0,0,3
a194aa,1614187561,KJFK,1614196942,KFLL,JBU2201 ,2870,102,1117.0,48.0,0,4
ad9712,1614187325,KJFK,1614188939,,JBU1409 ,3987,293,,,1,0
aaf53a,1614186912,KJFK,1614195905,KMIA,JBU2593 ,2941,110,2196.0,12.0,0,5
a11d47,1614186803,KJFK,1614208076,KLAX,DAL326  ,2896,148,2020.0,45.0,0,8
71c006,1614185917,KJFK,1614234723,RKSI,KAL082  ,3970,194,6876.0,206.0,1,1
abe2a3,1614185575,KJFK,1614194977,,AAL1704 ,3387,201,,,1,0
4d22a8,1614185116,KJFK,1614216381,UKBB,WRC7008 ,4003,270,2777.0,76.0,1,0
a6f63b,1614184998,KJFK,1614187884,MA72,KAP396  ,1708,87,3459.0,930.0,0,3
a403c6,1614184967,KJFK,1614193018,KMCO,DAL1752 ,2938,194,6740.0,206.0,0,7
ad4f72,1614184863,KJFK,1614192921,KMCO,JBU789  ,3581,232,6368.0,161.0,1,5
ab6b45,1614184580,KJFK,1614186681,,DAL1933 ,3603,201,,,1,0
a1b2a8,1614184447,KJFK,1614186269,,JBU627  ,3882,316,,,1,0
a3e5eb,1614184321,KJFK,1614193378,KBED,N350ML  ,3869,56,1011.0,50.0,1,7
aae9a3,1614184149,KJFK,1614185649,,DAL1905 ,4090,300,,,1,0
a69d78,1614183676,KJFK,1614185337,KSFZ,N525WC  ,2918,178,1651.0,48.0,0,7
aa7fa1,1614183459,KJFK,1614192382,KMIA,DAL1371 ,3292,117,2797.0,10.0,0,6
a1a0c4,1614183324,KJFK,1614191097,,JBU2353 ,3009,171,,,0,0
a443e8,1614183039,KJFK,1614191878,KFLL,DAL1695 ,2946,133,796.0,63.0,0,4
869560,1614182673,KJFK,1614232453,RJAK,ANA9    ,4003,262,16864.0,878.0,1,2
89617a,1614182184,KJFK,1614225719,OMDB,UAE204  ,3906,171,1999.0,11.0,1,2
a09d22,1614181050,KJFK,1614188334,,FDX442  ,2397,285,,,1,0
ab249e,1614180337,KJFK,1614190442,,DAL621  ,3037,148,,,0,0
acb1f5,1614179760,KJFK,1614182756,KJFK,N917PD  ,10358,49,9668.0,18.0,0,2
aac5ec,1614179524,KJFK,1614193104,KAUS,SCX3023 ,3958,232,1622.0,28.0,1,6
a8e1f6,1614179363,KJFK,1614197454,MMMX,DAL603  ,2901,186,5712.0,147.0,0,1
ac8e1d,1614179316,KJFK,1614189674,,AAL816  ,4778,384,,,1,0
adc5ff,1614179207,KJFK,1614200116,KLAS,JBU211  ,3228,163,1420.0,47.0,0,4
a1c54e,1614179115,KJFK,1614187103,FD15,N213GS  ,2341,194,26875.0,1457.0,0,1
a4afbe,1614178749,KJFK,1614194182,,AAL806  ,3176,239,,,0,0
a97dcb,1614178632,KJFK,1614197694,KSLC,DAL719  ,3368,171,2058.0,53.0,0,3
a22ab9,1614178343,KJFK,1614185245,KATL,JBU1919 ,2616,110,1250.0,46.0,0,22
acd650,1614178270,KJFK,1614199123,KSEA,ASA160  ,3312,171,911.0,200.0,0,11
ab0463,1614178073,KJFK,1614180125,KBOS,RPA5732 ,2421,209,2129.0,32.0,0,3
ad734a,1614178025,KJFK,1614180088,,JBU137  ,4077,293,,,1,0
a153c1,1614177919,KJFK,1614184949,,FDX869  ,3178,125,,,0,0
0c2075,1614177843,KJFK,1614194644,MPMG,CMP875  ,3285,171,11816.0,836.0,0,3
a1c935,1614177737,KJFK,1614186050,KORD,RPA5725 ,2632,209,1728.0,31.0,0,4
a32814,1614177433,KJFK,1614182894,KDTW,EEV4702 ,3074,209,13687.0,794.0,0,5
a6c013,1614177155,KJFK,1614187070,,JBU851  ,3117,201,,,0,0
a44ca0,1614176927,KJFK,1614186595,,DAL1955 ,3314,178,,,0,0
abfb99,1614176812,KJFK,1614181328,,RPA5609 ,2660,148,,,0,0
a7b832,1614176471,KJFK,1614212608,KJFK,JBU871  ,3741,277,1463.0,79.0,1,1
a1a924,1614176375,KJFK,1614185499,,RPA5832 ,3429,270,,,1,0
a642cd,1614176276,KJFK,1614183984,,EJA502  ,3248,293,,,0,0
a3d767,1614176082,KJFK,1614197805,KSMF,ATN3430 ,2933,95,2237.0,15.0,0,20
adf128,1614175980,KJFK,1614186988,TJSJ,JBU403  ,3527,194,2694.0,27.0,1,1
aa9801,1614175821,KJFK,1614196870,KLAX,AAL1    ,2669,49,3369.0,30.0,0,7
a4c7e5,1614175559,KJFK,1614176624,KJFK,N407NY  ,11520,72,9804.0,11.0,0,2
aafca8,1614175364,KJFK,1614184074,KMCF,JBU1225 ,2721,171,2456.0,597.0,0,6
acb1f5,1614175273,KJFK,1614176576,KJFK,N917PD  ,9824,3,9741.0,18.0,0,2
a362a2,1614174774,KJFK,1614181348,KSDF,UPS5517 ,2864,346,1693.0,30.0,0,11
ac1e2d,1614174704,KJFK,1614176547,,DAL1917 ,3137,156,,,0,0
a8df06,1614174625,KJFK,1614181589,KATL,DAL417  ,3261,369,1570.0,23.0,0,22
a79821,1614174533,KJFK,1614175964,,JBU409  ,3586,178,,,1,0
a9a901,1614174436,KJFK,1614194115,KLAS,DAL325  ,2601,102,1447.0,62.0,0,4
a3bd81,1614174380,KJFK,1614178589,KRDU,EDV4804 ,3241,369,2714.0,10.0,0,6
a1e14a,1614174198,KJFK,1614199125,EDDP,ABX971  ,3211,247,3219.0,96.0,1,6
a967eb,1614174068,KJFK,1614208475,KJFK,JBU740  ,3978,338,3601.0,125.0,1,2
a80d40,1614173923,KJFK,1614181898,KORL,JBU83   ,2986,117,7311.0,232.0,0,7
acb59c,1614173818,KJFK,1614183254,,AAL1327 ,3743,201,,,1,0
a19d0d,1614173723,KJFK,1614182997,,JBU379  ,3220,140,,,0,0
ace60c,1614173640,KJFK,1614184589,TJSJ,DAL639  ,3203,171,2526.0,20.0,0,1
406b4a,1614173400,KJFK,1614195285,EGLL,VIR26Q  ,2909,64,2189.0,55.0,0,6
acb4c1,1614173311,KJFK,1614174779,,DAL1994 ,3503,209,,,1,0
ac77d3,1614173227,KJFK,1614182200,KMIA,AAL2425 ,3522,163,2424.0,2.0,1,5
ab5c69,1614173130,KJFK,1614175189,,DAL1845 ,3702,194,,,1,0
a74f33,1614173033,KJFK,1614180537,,JBU53   ,2818,156,,,0,0
a8df4b,1614172956,KJFK,1614190782,MMMX,DAL625  ,3228,255,5527.0,124.0,0,1
a98219,1614172863,KJFK,1614195705,KSFO,DAL301  ,2561,87,1308.0,80.0,0,5
aa4682,1614172836,KJFK,1614173857,KDXR,GRYONE  ,3259,26,16308.0,439.0,1,2
ad56e0,1614172767,KJFK,1614181586,KFLL,JBU201  ,3268,186,475.0,78.0,0,4
ab5975,1614172627,KJFK,1614193774,KLAX,DAL302  ,2967,323,1628.0,7.0,1,8
ad646e,1614172523,KJFK,1614194872,KSFO,JBU15   ,2965,102,854.0,87.0,0,5
71c076,1614172420,KJFK,1614221624,RKSI,KAL252  ,3943,247,5837.0,130.0,1,1
ad2095,1614172323,KJFK,1614194061,KLAX,JBU323  ,3736,224,3419.0,22.0,1,7
a976c7,1614172228,KJFK,1614181278,KMIA,JBU2293 ,3021,133,1929.0,25.0,0,5
a94156,1614172127,KJFK,1614182687,,DAL635  ,2630,186,,,0,0
a3b50f,1614172031,KJFK,1614181916,,AAL1675 ,2933,87,,,0,0
a36553,1614171955,KJFK,1614176159,KRDU,JBU285  ,3291,285,3016.0,4.0,0,6
a95dba,1614171849,KJFK,1614187821,KDEN,DAL875  ,2667,178,3484.0,78.0,0,17
a704f9,1614171410,KJFK,1614176865,KCLT,AAL1444 ,3009,201,5267.0,153.0,0,6
a448ba,1614171162,KJFK,1614179231,KMCO,DAL1065 ,3167,148,6953.0,184.0,0,7
a22ac6,1614170650,KJFK,1614175274,,RPA5724 ,2611,178,,,0,0
a009a4,1614170562,KJFK,1614193471,KSFO,AAL76   ,2974,178,782.0,87.0,0,5
a83e86,1614170467,KJFK,1614183946,,JBU149  ,2672,72,,,0,0
a72b6b,1614170381,KJFK,1614180029,,JBU751  ,3495,209,,,1,0
ad5329,1614170280,KJFK,1614173336,,JBU1057 ,4045,323,,,1,0
a968df,1614170176,KJFK,1614191049,KSEA,DAL308  ,2988,133,1054.0,200.0,0,11
ad2f71,1614170080,KJFK,1614171640,,JBU869  ,3421,171,,,0,0
a997cc,1614169980,KJFK,1614189027,KSLC,DAL706  ,2578,56,1975.0,61.0,0,3
a42b45,1614169819,KJFK,1614178168,KMCF,DAL2063 ,3221,285,2542.0,620.0,0,7
a37023,1614169717,KJFK,1614178883,KFLL,DAL703  ,2958,140,513.0,78.0,0,4
a2d739,1614169597,KJFK,1614175671,KSDF,UPS2111 ,2981,300,1655.0,14.0,0,12
a42efc,1614169512,KJFK,1614178475,KMIA,DAL958  ,2733,102,2143.0,17.0,0,5
405f32,1614169301,KJFK,1614190977,EGNX,DHK972  ,2790,239,1233.0,24.0,1,3
a15b77,1614169214,KJFK,1614171233,KBOS,JBU518  ,3508,384,3073.0,85.0,0,3
aa493e,1614169071,KJFK,1614174928,OA16,ATN3213 ,2161,163,11860.0,680.0,0,10
a44240,1614168916,KJFK,1614178349,KRSW,DAL1396 ,3292,186,2586.0,32.0,0,6
ab44a7,1614168525,KJFK,1614183329,,AAL2896 ,2545,209,,,0,0
aded77,1614166943,KJFK,1614169095,,JBU2237 ,2155,178,,,0,0
acca88,1614166504,KJFK,1614171907,KCLT,AAL2643 ,2925,338,4174.0,107.0,0,6
aa5078,1614166025,KJFK,1614183869,SKBO,AVA021  ,2209,239,3694.0,19.0,0,2
ac10af,1614165709,KJFK,1614172676,KATL,DAL424  ,2954,87,1773.0,23.0,0,21
aaa6dd,1614165453,KJFK,1614174052,KMIA,AAL1101 ,2624,232,2157.0,17.0,0,5
a1a3a9,1614165189,KJFK,1614167308,,JBU935  ,2853,308,,,0,0
a1a0a1,1614165027,KJFK,1614173769,KFLL,JBU1    ,2604,239,540.0,71.0,0,4
4bb14c,1614162285,KJFK,1614178829,,THY6433 ,2881,300,,,0,0
06a07b,1614162182,KJFK,1614187549,LIMC,QTR8003 ,2579,102,704.0,180.0,0,4
ad2baa,1614161810,KJFK,1614171023,,JBU559  ,2744,186,,,0,0
a1a3cc,1614161706,KJFK,1614163820,,JBU209  ,2403,186,,,0,0
06a1e9,1614161581,KJFK,1614171326,,QTR8185 ,2422,255,,,0,0
ad4bcb,1614161223,KJFK,1614163374,,JBU2137 ,3230,308,,,0,0
71bc36,1614158104,KJFK,1614180797,EBBR,AAR587  ,2577,156,680.0,132.0,0,3
a61ce7,1614154900,KJFK,1614164381,,TAI567  ,2491,239,,,0,0
a4eb80,1614151853,KJFK,1614179305,PANC,GTI8791 ,2899,163,3719.0,113.0,0,14
acb1f5,1614149556,KJFK,1614151134,KJFK,N917PD  ,10856,79,9889.0,26.0,0,2
0c206a,1614147863,KJFK,1614164875,MPTO,CMP807  ,2853,163,12030.0,469.0,0,3
06a12d,1614147390,KJFK,1614189474,OTHH,QTR59U  ,2421,201,1885.0,10.0,0,1
06a2e1,1614146709,KJFK,1614153913,KORD,QTR8188 ,2686,178,2427.0,99.0,0,4
789219,1614144217,KJFK,1614198026,VHHH,CPA845  ,2543,186,6836.0,273.0,0,1
8990de,1614143876,KJFK,1614198359,RCTP,EVA031  ,2506,125,11702.0,508.0,0,1
a4c34c,1614143081,KJFK,1614179563,LLBG,DAL3459 ,2493,285,1491.0,41.0,0,4
ab7ae4,1614142247,KJFK,1614169637,,DAL156  ,2859,270,,,0,0
c010e6,1614141682,KJFK,1614145671,CYHM,CJT245  ,1961,232,979.0,1.0,0,6
e80242,1614141596,KJFK,1614167965,SPJC,LPE2373 ,2684,384,9355.0,399.0,0,5
4bb148,1614141381,KJFK,1614173247,LTFM,THY12   ,2969,209,10757.0,434.0,0,2
a413f8,1614140844,KJFK,1614146219,20KY,ABX152  ,2164,262,6846.0,1819.0,0,10
a74764,1614140550,KJFK,1614162383,KLAX,SCX3053 ,2878,102,1556.0,38.0,0,8
a411d3,1614140199,KJFK,1614146723,KSDF,UPS9793 ,1959,300,1688.0,30.0,0,11
8964a0,1614140097,KJFK,1614183493,OMDB,UAE202  ,3133,117,2279.0,11.0,0,2
a2daf0,1614139483,KJFK,1614145518,KSDF,UPS1111 ,2685,445,1802.0,30.0,0,11
ad87dd,1614139147,KJFK,1614146639,,FDX1292 ,1412,262,,,0,0
a821e4,1614138820,KJFK,1614145046,KIND,FDX1612 ,2959,392,1440.0,39.0,0,29
a05939,1614138671,KJFK,1614146188,KRFD,UPS1125 ,2876,323,8362.0,459.0,0,30
76cce7,1614137638,KJFK,1614201293,WSSS,SIA23   ,2534,232,7593.0,389.0,0,6
4075b3,1614137498,KJFK,1614159049,EGLL,VIR688  ,1996,323,1421.0,86.0,0,6
a12c42,1614136650,KJFK,1614144757,,FDX1276 ,1772,117,,,0,0
aa9f6f,1614136095,KJFK,1614158213,EGLL,AAL9821 ,2384,293,144.0,71.0,0,6
484f73,1614135420,KJFK,1614158649,EHAM,KLM644  ,2645,262,2877.0,126.0,0,0
4005be,1614134654,KJFK,1614156750,EGLL,BAW14K  ,2603,331,865.0,71.0,0,6
06a11d,1614133829,KJFK,1614176095,OTHH,QTR59G  ,2778,346,2982.0,34.0,0,1
a13b66,1614133404,KJFK,1614137624,KBUF,JBU102  ,1402,247,2062.0,67.0,0,15
780a6f,1614133199,KJFK,1614137753,CYYZ,CPA085  ,2676,232,1703.0,9.0,0,4
a2d27c,1614132394,KJFK,1614134835,KBOS,JB1318  ,2093,422,1457.0,108.0,0,3
a87fe4,1614130933,KJFK,1614137511,KATL,GTI450  ,1909,460,1250.0,30.0,0,22
4075b4,1614130827,KJFK,1614152219,EGLL,VIR4C   ,1929,293,1568.0,86.0,0,6
aa7fa1,1614130757,KJFK,1614138503,KMCO,DAL1717 ,2200,361,6284.0,138.0,0,7
a8b8ba,1614130655,KJFK,1614133673,,JBU1009 ,2208,285,,,0,0
89640a,1614129846,KJFK,1614172722,,ETD47N  ,3318,247,,,0,0
4007f4,1614129526,KJFK,1614151628,EGLL,BAW116  ,2885,277,2017.0,78.0,0,6
a23844,1614129405,KJFK,1614132054,KBOS,RPA5740 ,1517,300,1485.0,115.0,0,3
abfb99,1614129315,KJFK,1614133445,KBUF,RPA5754 ,1383,293,2221.0,82.0,0,15
ad2f71,1614129253,KJFK,1614131122,,JBU2837 ,2447,384,,,0,0
a98539,1614129175,KJFK,1614151677,KSFO,DAL673  ,2331,361,652.0,57.0,0,5
a403c6,1614129110,KJFK,1614137969,KMIA,DAL1629 ,2490,354,3140.0,12.0,0,6
a1c935,1614129024,KJFK,1614131605,KDCA,RPA5658 ,1014,239,795.0,4.0,0,5
4851b0,1614128954,KJFK,1614152166,EHAM,KLM642  ,2442,361,2537.0,118.0,0,0
394a06,1614128873,KJFK,1614151958,LFPG,AFR007  ,2509,407,2267.0,89.0,0,8
a0563b,1614128420,KJFK,1614152366,,DAL216  ,2721,377,,,0,0
a14fe0,1614128327,KJFK,1614152003,LEMD,DAL3336 ,2470,361,101.0,182.0,0,3
