icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,date,datetime_x,tempmax_x,tempmin_x,humidity_x,conditions_x,description_x,datetime_y,tempmax_y,tempmin_y,humidity_y,conditions_y,description_y
ade609,1609711135,Unknown,1609719058,KJFK,JBU852  ,1636.0,115.0,2467,56,0,1,2021-01-04,,,,,,,,,,,,
ab9de9,1609715500,Unknown,1609718938,KJFK,DAL1905 ,1636.0,115.0,2367,49,0,1,2021-01-04,,,,,,,,,,,,
48436c,1609692158,EHAM,1609718744,KJFK,KLM643  ,5222.0,34.0,2196,49,0,1,2021-01-04,,,,,,,,,,,,
461f56,1609688829,EFHK,1609718617,KJFK,FIN15   ,3395.0,151.0,2753,87,1,1,2021-01-04,,,,,,,,,,,,
4005bf,1609691865,EGLL,1609718294,KJFK,BAW33K  ,1155.0,66.0,2139,49,2,1,2021-01-03,,,,,,,,,,,,
ad4f72,1609715186,Unknown,1609718144,KJFK,JBU1568 ,1636.0,115.0,2149,34,0,1,2021-01-03,,,,,,,,,,,,
abd2e6,1609705413,TJSJ,1609718018,KJFK,DAL640  ,3321.0,431.0,2536,64,1,1,2021-01-03,,,,,,,,,,,,
4cc52a,1609690605,EBLG,1609717783,KJFK,SVA903  ,2229.0,195.0,3220,125,0,1,2021-01-03,,,,,,,,,,,,
ad8bed,1609714830,Unknown,1609717663,KJFK,JBU1528 ,1636.0,115.0,2870,87,0,1,2021-01-03,,,,,,,,,,,,
ad2095,1609703652,Unknown,1609717379,KJFK,JBU188  ,1636.0,115.0,3017,95,0,1,2021-01-03,,,,,,,,,,,,
a8222c,1609713842,Unknown,1609717247,KJFK,JBU2660 ,1636.0,115.0,2886,95,0,1,2021-01-03,,,,,,,,,,,,
a423d7,1609709031,KMIA,1609717109,KJFK,DAL1327 ,1370.0,127.0,2725,87,1,1,2021-01-03,,,,,,,,,,,,
a1010c,1609710727,Unknown,1609716959,KJFK,FDX558  ,1636.0,115.0,2917,95,0,1,2021-01-03,,,,,,,,,,,,
a33666,1609689727,KJFK,1609716731,KJFK,JBU1381 ,1605.0,186.0,2953,102,0,1,2021-01-03,,,,,,,,,,,,
a7cfa3,1609698371,Unknown,1609716610,KJFK,EAL231  ,1636.0,115.0,4238,148,0,1,2021-01-03,,,,,,,,,,,,
394a00,1609688168,LFPG,1609716575,KJFK,AFR010  ,1971.0,12.0,3161,117,2,1,2021-01-03,,,,,,,,,,,,
a3be7c,1609708621,KMSP,1609716485,KJFK,DAL2104 ,2143.0,162.0,2830,95,2,1,2021-01-03,,,,,,,,,,,,
a81abe,1609713682,Unknown,1609716376,KJFK,JBU2110 ,1636.0,115.0,3689,110,0,1,2021-01-03,,,,,,,,,,,,
ac7968,1609703585,Unknown,1609716302,KJFK,AAL787  ,1636.0,115.0,2958,102,0,1,2021-01-03,,,,,,,,,,,,
ac5bf6,1609712762,Unknown,1609716179,KJFK,DAL1994 ,1636.0,115.0,3902,156,0,1,2021-01-03,,,,,,,,,,,,
ad9e73,1609701104,Unknown,1609715988,KJFK,JBU1692 ,1636.0,115.0,2886,87,0,1,2021-01-03,,,,,,,,,,,,
ac89f7,1609711773,Unknown,1609715796,KJFK,JBU1834 ,1636.0,115.0,2803,87,0,1,2021-01-03,,,,,,,,,,,,
ac01d3,1609712160,Unknown,1609715702,KJFK,DAL1933 ,1636.0,115.0,3358,117,0,1,2021-01-03,,,,,,,,,,,,
abf7e2,1609713162,KDCA,1609715570,KJFK,RPA5762 ,1562.0,208.0,3049,95,0,1,2021-01-03,,,,,,,,,,,,
a3c514,1609707650,KFLL,1609715445,KJFK,DAL1631 ,2704.0,324.0,3012,95,2,1,2021-01-03,,,,,,,,,,,,
a790b3,1609681922,KJFK,1609715337,KJFK,JBU743  ,1588.0,224.0,2849,95,0,1,2021-01-03,,,,,,,,,,,,
a83108,1609679624,KJFK,1609715250,KJFK,JBU1532 ,986.0,163.0,2814,95,0,1,2021-01-03,,,,,,,,,,,,
a90ea8,1609679331,KJFK,1609715141,KJFK,DAL612  ,1159.0,156.0,3585,148,0,1,2021-01-03,,,,,,,,,,,,
ad846f,1609702050,TJSJ,1609715033,KJFK,JBU2304 ,3315.0,423.0,3099,102,1,1,2021-01-03,,,,,,,,,,,,
a19691,1609711263,KRDU,1609714959,KJFK,RPA5604 ,1561.0,111.0,2756,79,0,1,2021-01-03,,,,,,,,,,,,
adf4e9,1609711898,Unknown,1609714865,KJFK,JBU1436 ,1636.0,115.0,2865,87,0,1,2021-01-03,,,,,,,,,,,,
a6b4f7,1609706439,Unknown,1609714755,KJFK,JBU1852 ,1636.0,115.0,2809,87,0,1,2021-01-03,,,,,,,,,,,,
abea64,1609711690,KBOS,1609714668,KJFK,RPA5717 ,1536.0,85.0,2769,87,0,1,2021-01-03,,,,,,,,,,,,
4cc2a5,1609677611,EGLL,1609714560,KJFK,ICE615  ,1261.0,17.0,2969,110,3,1,2021-01-03,,,,,,,,,,,,
02013d,1609687340,GMMN,1609714419,KJFK,RAM200N ,953.0,24.0,2938,95,0,1,2021-01-03,,,,,,,,,,,,
4ba94b,1609678434,Unknown,1609714286,KJFK,THY1    ,1636.0,115.0,3167,117,0,1,2021-01-03,,,,,,,,,,,,
a95dba,1609702836,KDEN,1609714178,KJFK,DAL875  ,2009.0,21.0,2927,102,3,1,2021-01-03,,,,,,,,,,,,
ab63d7,1609711350,Unknown,1609714067,KJFK,DAL1829 ,1636.0,115.0,3401,125,0,1,2021-01-03,,,,,,,,,,,,
aa4252,1609706452,Unknown,1609713988,KJFK,JBU1654 ,1636.0,115.0,2708,87,0,1,2021-01-03,,,,,,,,,,,,
ad27f3,1609677060,KJFK,1609713869,KJFK,JBU1058 ,1211.0,110.0,2738,72,0,1,2021-01-03,,,,,,,,,,,,
ab6851,1609701961,Unknown,1609713716,KJFK,DAL1685 ,1636.0,115.0,2834,95,0,1,2021-01-03,,,,,,,,,,,,
ad734a,1609710157,Unknown,1609713605,KJFK,JBU1056 ,1636.0,115.0,2839,87,0,1,2021-01-03,,,,,,,,,,,,
a41144,1609706400,KTPA,1609713399,KJFK,DAL670  ,4980.0,479.0,3097,110,1,1,2021-01-03,,,,,,,,,,,,
aa1a16,1609705780,Unknown,1609713222,KJFK,AAL1327 ,1636.0,115.0,2989,102,0,1,2021-01-03,,,,,,,,,,,,
aaf111,1609705156,Unknown,1609712958,KJFK,DAL1815 ,1636.0,115.0,2933,95,0,1,2021-01-03,,,,,,,,,,,,
a21bea,1609707978,KDTW,1609712469,KJFK,RPA5682 ,2269.0,336.0,3038,110,1,1,2021-01-03,,,,,,,,,,,,
a8def1,1609706911,KATL,1609712338,KJFK,DAL422  ,938.0,174.0,2618,87,2,1,2021-01-03,,,,,,,,,,,,
abe65a,1609681356,KMIA,1609712196,KJFK,AAL978  ,2689.0,127.0,3764,148,1,1,2021-01-03,,,,,,,,,,,,
ac7aa9,1609708609,Unknown,1609712018,KJFK,DAL1845 ,1636.0,115.0,3166,110,0,1,2021-01-03,,,,,,,,,,,,
780a1c,1609689156,PANC,1609711518,KJFK,CPA094  ,810.0,258.0,3681,117,7,1,2021-01-03,,,,,,,,,,,,
a14fe0,1609694370,KLAX,1609711300,KJFK,DAL392  ,2270.0,22.0,2854,102,2,1,2021-01-03,,,,,,,,,,,,
ad935b,1609703589,Unknown,1609711158,KJFK,JBU480  ,1636.0,115.0,3104,110,0,1,2021-01-03,,,,,,,,,,,,
aa37ce,1609694584,KLAX,1609711002,KJFK,AAL2    ,753.0,45.0,2156,49,2,1,2021-01-03,,,,,,,,,,,,
394a0c,1609682372,LFPG,1609710585,KJFK,AFR006  ,2021.0,12.0,2927,102,2,1,2021-01-03,,,,,,,,,,,,
ac382e,1609697771,TJSJ,1609710461,KJFK,DAL639  ,3307.0,439.0,3902,156,1,1,2021-01-03,,,,,,,,,,,,
acba30,1609706712,Unknown,1609710345,KJFK,EDV5178 ,1636.0,115.0,2948,110,0,1,2021-01-03,,,,,,,,,,,,
ad0074,1609698496,KDEN,1609710224,KJFK,JBU1498 ,2044.0,5.0,2964,95,3,1,2021-01-03,,,,,,,,,,,,
a1b2a8,1609697676,TJSJ,1609710108,KJFK,JBU904  ,3104.0,423.0,2994,110,1,1,2021-01-03,,,,,,,,,,,,
4843f3,1609682885,EHAM,1609709889,KJFK,KLM641  ,4599.0,19.0,2943,102,0,1,2021-01-03,,,,,,,,,,,,
adbaca,1609696759,Unknown,1609709671,KJFK,JBU1682 ,1636.0,115.0,3018,102,0,1,2021-01-03,,,,,,,,,,,,
aab2bf,1609699800,KAUS,1609709510,KJFK,JBU1094 ,2316.0,177.0,3161,117,3,1,2021-01-03,,,,,,,,,,,,
aa7bea,1609705832,Unknown,1609709408,KJFK,DAL1918 ,1636.0,115.0,2982,72,0,1,2021-01-03,,,,,,,,,,,,
ab38ae,1609703450,90NY,1609709334,KJFK,N822EA  ,6167.0,135.0,2322,72,2,1,2021-01-03,,,,,,,,,,,,
abfb99,1609705990,KBOS,1609708784,KJFK,RPA5710 ,1549.0,108.0,2973,95,0,1,2021-01-03,,,,,,,,,,,,
aa7c64,1609700628,Unknown,1609708660,KJFK,JBU1452 ,1636.0,115.0,2334,56,0,1,2021-01-03,,,,,,,,,,,,
a0b169,1609703389,71KY,1609708228,KJFK,ATN3451 ,3034.0,1687.0,2599,72,3,1,2021-01-03,,,,,,,,,,,,
4ca782,1609682635,EIDW,1609708018,KJFK,EIN105  ,1392.0,5.0,2421,56,1,1,2021-01-03,,,,,,,,,,,,
ad3cdf,1609701772,Unknown,1609707894,KJFK,JBU268  ,1636.0,115.0,2269,49,0,1,2021-01-03,,,,,,,,,,,,
abe1c2,1609700208,KFLL,1609707685,KJFK,DAL1782 ,2789.0,317.0,2583,72,2,1,2021-01-03,,,,,,,,,,,,
a7ad0d,1609700361,01FA,1609707515,KJFK,JBU584  ,5971.0,1834.0,2678,87,2,1,2021-01-03,,,,,,,,,,,,
a3a575,1609704334,KROC,1609707328,KJFK,JBU485  ,535.0,12.0,2372,56,1,1,2021-01-03,,,,,,,,,,,,
a82520,1609690301,KSEA,1609707111,KJFK,DAL320  ,1223.0,20.0,2840,72,2,1,2021-01-03,,,,,,,,,,,,
4b8472,1609671031,LTBA,1609706972,KJFK,THY6567 ,1102.0,64.0,3094,117,0,1,2021-01-03,,,,,,,,,,,,
4243df,1609672950,UUEE,1609706848,KJFK,AFL102  ,4172.0,389.0,2980,102,0,1,2021-01-03,,,,,,,,,,,,
4bb149,1609671120,Unknown,1609706679,KJFK,THY6113 ,1636.0,115.0,2964,95,0,1,2021-01-03,,,,,,,,,,,,
a9cb18,1609680456,EGLL,1609706396,KJFK,AAL9710 ,1301.0,25.0,4439,194,3,1,2021-01-03,,,,,,,,,,,,
a689b8,1609698829,KRSW,1609706249,KJFK,JBU1630 ,853.0,67.0,2604,72,3,1,2021-01-03,,,,,,,,,,,,
adc9b6,1609688114,KLAX,1609705784,KJFK,JBU224  ,620.0,15.0,2003,34,2,1,2021-01-03,,,,,,,,,,,,
aaa02c,1609697130,KFLL,1609705368,KJFK,JBU1902 ,2658.0,286.0,2278,56,2,1,2021-01-03,,,,,,,,,,,,
a7da9c,1609702452,Unknown,1609705229,KJFK,JBU2836 ,1636.0,115.0,2614,79,0,1,2021-01-03,,,,,,,,,,,,
86951c,1609662423,RJAA,1609705016,KJFK,ANA10   ,8917.0,1016.0,2614,72,0,1,2021-01-03,,,,,,,,,,,,
a12c23,1609687996,KLAX,1609704925,KJFK,DAL324  ,1800.0,7.0,2334,56,2,1,2021-01-03,,,,,,,,,,,,
abcedd,1609702275,RI20,1609704825,KJFK,CNS434  ,9323.0,1200.0,3197,87,2,1,2021-01-03,,,,,,,,,,,,
a997cc,1609686966,KSFO,1609704776,KJFK,DAL310  ,430.0,87.0,2358,64,0,1,2021-01-03,,,,,,,,,,,,
a6844d,1609696130,KFLL,1609704627,KJFK,EJA519  ,2374.0,332.0,2584,72,2,1,2021-01-03,,,,,,,,,,,,
a7456c,1609697266,KSRQ,1609704495,KJFK,JBU164  ,918.0,6.0,2282,49,0,1,2021-01-03,,,,,,,,,,,,
a17063,1609701967,KACK,1609704394,KJFK,JBU192  ,9259.0,1311.0,2984,95,0,1,2021-01-03,,,,,,,,,,,,
010154,1609664257,Unknown,1609704230,KJFK,MSR985  ,1636.0,115.0,3046,102,0,1,2021-01-03,,,,,,,,,,,,
aae5f7,1609688356,KLAS,1609704086,KJFK,DAL343  ,1463.0,116.0,2996,95,1,1,2021-01-03,,,,,,,,,,,,
ad6f93,1609699831,Unknown,1609703818,KJFK,JBU634  ,1636.0,115.0,2564,64,0,1,2021-01-03,,,,,,,,,,,,
a6a1b4,1609686026,KLAX,1609703711,KJFK,SCX3054 ,682.0,53.0,3038,102,2,1,2021-01-03,,,,,,,,,,,,
a777bf,1609695697,KMIA,1609703622,KJFK,AAL625  ,1386.0,89.0,2146,34,1,1,2021-01-03,,,,,,,,,,,,
4b1917,1609674253,LSZH,1609703468,KJFK,SWR14   ,960.0,33.0,2334,56,1,1,2021-01-03,,,,,,,,,,,,
0c2069,1609687403,MPTO,1609703229,KJFK,CMP874  ,2859.0,438.0,3129,102,0,1,2021-01-03,,,,,,,,,,,,
a1a0c4,1609694803,FL35,1609703137,KJFK,JBU226  ,6927.0,1222.0,2334,56,0,1,2021-01-03,,,,,,,,,,,,
0c6015,1609684061,Unknown,1609702944,KJFK,BWA526  ,1636.0,115.0,4043,125,0,1,2021-01-03,,,,,,,,,,,,
a9961b,1609677121,EGLL,1609702877,KJFK,AAL9720 ,1306.0,25.0,3076,102,3,1,2021-01-03,,,,,,,,,,,,
a96c96,1609688891,KSLC,1609702678,KJFK,DAL772  ,5341.0,471.0,3535,102,1,1,2021-01-03,,,,,,,,,,,,
a452c4,1609695246,KTPA,1609702319,KJFK,DAL1794 ,5048.0,502.0,2172,41,1,1,2021-01-03,,,,,,,,,,,,
a1a3a9,1609694768,Unknown,1609702159,KJFK,JBU780  ,1636.0,115.0,2202,49,0,1,2021-01-03,,,,,,,,,,,,
a39e7e,1609694247,KFLL,1609702049,KJFK,DAL1731 ,2563.0,286.0,1910,18,2,1,2021-01-03,,,,,,,,,,,,
3c71a1,1609671560,EDDP,1609701834,KJFK,BCS966  ,1207.0,33.0,2460,56,0,1,2021-01-03,,,,,,,,,,,,
a20d0e,1609694712,Unknown,1609701646,KJFK,RPA5625 ,1636.0,115.0,2331,49,0,1,2021-01-03,,,,,,,,,,,,
a4462e,1609695031,Unknown,1609701507,KJFK,DAL1065 ,1636.0,115.0,2766,79,0,1,2021-01-03,,,,,,,,,,,,
ab4866,1609695724,KATL,1609701329,KJFK,DAL44   ,1133.0,106.0,2570,56,2,1,2021-01-03,,,,,,,,,,,,
a3cd58,1609694196,TXKF,1609701159,KJFK,DAL616  ,930.0,18.0,2326,49,0,1,2021-01-03,,,,,,,,,,,,
a39ac7,1609693212,KMIA,1609701028,KJFK,DAL1795 ,1065.0,111.0,2396,56,1,1,2021-01-03,,,,,,,,,,,,
896215,1609697229,CYYZ,1609700890,KJFK,UAE2624 ,1754.0,17.0,2330,49,1,1,2021-01-03,,,,,,,,,,,,
ad444d,1609697915,Unknown,1609700699,KJFK,JBU736  ,1636.0,115.0,2153,34,0,1,2021-01-03,,,,,,,,,,,,
06a122,1609652413,OTHH,1609700530,KJFK,QTR8UH  ,1179.0,64.0,3225,110,1,1,2021-01-03,,,,,,,,,,,,
4ca9bb,1609674239,EIDW,1609700418,KJFK,EIN2109 ,772.0,5.0,3125,110,1,1,2021-01-03,,,,,,,,,,,,
a73a47,1609688222,TJSJ,1609700229,KJFK,JBU1804 ,3344.0,385.0,2423,26,1,1,2021-01-03,,,,,,,,,,,,
a1dd2d,1609694102,KORD,1609700098,KJFK,RPA5707 ,2043.0,77.0,2202,41,1,1,2021-01-03,,,,,,,,,,,,
a93d9f,1609686632,MMMX,1609699911,KJFK,DAL605  ,4008.0,322.0,2330,56,0,1,2021-01-03,,,,,,,,,,,,
adf128,1609669653,KJFK,1609699789,KJFK,JBU559  ,1134.0,217.0,2330,41,0,1,2021-01-03,,,,,,,,,,,,
a299c8,1609694033,KATL,1609699698,KJFK,JBU2820 ,1417.0,83.0,2168,41,2,1,2021-01-03,,,,,,,,,,,,
7808cc,1609661419,Unknown,1609699616,KJFK,CCA593  ,1636.0,115.0,3076,72,0,1,2021-01-03,,,,,,,,,,,,
a65104,1609691512,KFLL,1609699587,KJFK,JBU1102 ,1567.0,210.0,2363,64,2,1,2021-01-03,,,,,,,,,,,,
a03427,1609691757,KFLL,1609699497,KJFK,N112FJ  ,3154.0,317.0,2192,49,2,1,2021-01-03,,,,,,,,,,,,
a2147c,1609682739,KDTW,1609699287,KJFK,RPA5775 ,2204.0,443.0,2335,56,1,1,2021-01-03,,,,,,,,,,,,
a3dc5a,1609695729,KRDU,1609699087,KJFK,EDV4893 ,1428.0,88.0,2344,56,0,1,2021-01-03,,,,,,,,,,,,
a74923,1609694327,KDTW,1609698862,KJFK,JBU920  ,2236.0,405.0,2772,87,1,1,2021-01-03,,,,,,,,,,,,
8964a6,1609650043,OMDB,1609698666,KJFK,UAE201  ,770.0,56.0,4366,178,0,1,2021-01-03,,,,,,,,,,,,
a1b2ee,1609691018,Unknown,1609698474,KJFK,JBU154  ,1636.0,115.0,2330,56,0,1,2021-01-03,,,,,,,,,,,,
8963ce,1609649205,Unknown,1609698275,KJFK,ETD11B  ,1636.0,115.0,3402,79,0,1,2021-01-03,,,,,,,,,,,,
a7bbe9,1609695420,Unknown,1609698145,KJFK,JBU510  ,1636.0,115.0,2399,34,0,1,2021-01-03,,,,,,,,,,,,
3c6566,1609668188,EDDF,1609698047,KJFK,DLH400  ,1370.0,10.0,2414,56,1,1,2021-01-03,,,,,,,,,,,,
a1cc9a,1609694253,Unknown,1609697849,KJFK,THO15   ,1636.0,115.0,2330,49,0,1,2021-01-03,,,,,,,,,,,,
ac8289,1609690460,Unknown,1609697080,KJFK,JBU1584 ,1636.0,115.0,2376,49,0,1,2021-01-03,,,,,,,,,,,,
abf7e2,1609694437,KDCA,1609696768,KJFK,RPA5657 ,1409.0,201.0,2206,41,0,1,2021-01-03,,,,,,,,,,,,
0d0b34,1609682743,MMMX,1609696646,KJFK,VIV100  ,4242.0,193.0,2371,49,0,1,2021-01-03,,,,,,,,,,,,
a69894,1609692822,Unknown,1609696498,KJFK,JBU1274 ,1636.0,115.0,2879,64,0,1,2021-01-03,,,,,,,,,,,,
a7a1e8,1609693591,Unknown,1609696392,KJFK,JBU2536 ,1636.0,115.0,2320,56,0,1,2021-01-03,,,,,,,,,,,,
400685,1609670713,EGLL,1609696223,KJFK,BAW17A  ,1064.0,25.0,2195,34,3,1,2021-01-03,,,,,,,,,,,,
ac78b0,1609692493,Unknown,1609695988,KJFK,EDV4997 ,1636.0,115.0,2574,72,0,1,2021-01-03,,,,,,,,,,,,
ab2760,1609684140,KDEN,1609695816,KJFK,DAL654  ,7966.0,447.0,2634,64,7,1,2021-01-03,,,,,,,,,,,,
a4caba,1609667826,EHAM,1609695647,KJFK,DAL49   ,4689.0,27.0,2144,34,0,1,2021-01-03,,,,,,,,,,,,
abb775,1609664676,LIMC,1609695523,KJFK,DAL3465 ,1067.0,24.0,2200,34,2,1,2021-01-03,,,,,,,,,,,,
ab6c08,1609668486,EGLL,1609695373,KJFK,DAL2    ,795.0,40.0,3803,110,2,1,2021-01-03,,,,,,,,,,,,
ad049a,1609691044,KCLT,1609695299,KJFK,AAL2556 ,3660.0,373.0,2906,79,0,1,2021-01-03,,,,,,,,,,,,
ab398a,1609667015,LFPG,1609695112,KJFK,DAL263  ,1743.0,5.0,2751,72,3,1,2021-01-03,,,,,,,,,,,,
ad964c,1609676424,SKBO,1609694219,KJFK,AVA210  ,4823.0,255.0,2399,41,0,1,2021-01-03,,,,,,,,,,,,
0d08a5,1609679915,MMMX,1609694095,KJFK,AMX408  ,6666.0,345.0,2891,79,0,1,2021-01-03,,,,,,,,,,,,
899103,1609671651,PANC,1609693941,KJFK,CAL5322 ,2177.0,296.0,2411,56,7,1,2021-01-03,,,,,,,,,,,,
a1a458,1609673798,Unknown,1609693644,KJFK,JBU470  ,1636.0,115.0,2148,34,0,1,2021-01-03,,,,,,,,,,,,
abba43,1609684900,Unknown,1609693095,KJFK,DAL1937 ,1636.0,115.0,2544,49,0,1,2021-01-03,,,,,,,,,,,,
a3a575,1609689408,KRDU,1609692731,KJFK,JBU86   ,1402.0,57.0,2159,26,0,1,2021-01-03,,,,,,,,,,,,
abf6ae,1609685944,Unknown,1609692389,KJFK,DAL2194 ,1636.0,115.0,2906,72,0,1,2021-01-03,,,,,,,,,,,,
a17063,1609686303,KBNA,1609691773,KJFK,JBU1074 ,2047.0,267.0,2339,34,0,1,2021-01-03,,,,,,,,,,,,
ac3e6a,1609685413,KMVY,1609691153,KJFK,KAP929  ,944.0,40.0,3714,117,2,1,2021-01-03,,,,,,,,,,,,
a96b80,1609668184,PANC,1609690679,KJFK,SOO7640 ,2786.0,380.0,2855,64,7,1,2021-01-03,,,,,,,,,,,,
ad56e0,1609687416,Unknown,1609690319,KJFK,JBU410  ,1636.0,115.0,2534,34,0,1,2021-01-03,,,,,,,,,,,,
a8ae7f,1609684683,KATL,1609690154,KJFK,DAL397  ,505.0,60.0,2376,34,2,1,2021-01-03,,,,,,,,,,,,
a83e86,1609683120,TXKF,1609690029,KJFK,JBU2232 ,778.0,34.0,2681,18,0,1,2021-01-03,,,,,,,,,,,,
aa9bb8,1609682154,KMIA,1609689637,KJFK,AAL1140 ,2785.0,111.0,2311,18,1,1,2021-01-03,,,,,,,,,,,,
acba30,1609684985,KDTW,1609689388,KJFK,EDV5241 ,1929.0,458.0,2614,49,1,1,2021-01-03,,,,,,,,,,,,
780d9e,1609642378,Unknown,1609689131,KJFK,CES7257 ,1636.0,115.0,2613,41,0,1,2021-01-03,,,,,,,,,,,,
4ba950,1609653372,Unknown,1609688997,KJFK,THY3    ,1636.0,115.0,2589,41,0,1,2021-01-03,,,,,,,,,,,,
a19cc7,1609679978,KFLL,1609687360,KJFK,JBU402  ,3091.0,363.0,2426,26,2,1,2021-01-03,,,,,,,,,,,,
71bf71,1609639692,RKSI,1609686926,KJFK,AAR222  ,2023.0,76.0,2426,26,0,1,2021-01-03,,,,,,,,,,,,
a32718,1609678758,KFLL,1609686232,KJFK,DAL779  ,2401.0,263.0,2247,3,2,1,2021-01-03,,,,,,,,,,,,
a423d7,1609677639,KMIA,1609685309,KJFK,DAL1750 ,2147.0,127.0,2148,3,1,1,2021-01-03,,,,,,,,,,,,
a4478d,1609678361,KTPA,1609685186,KJFK,DAL2111 ,2956.0,373.0,2391,11,1,1,2021-01-03,,,,,,,,,,,,
71c008,1609636520,RKSI,1609684763,KJFK,KAL081  ,2876.0,84.0,2431,11,0,1,2021-01-03,,,,,,,,,,,,
ac50d1,1609672350,TJSJ,1609684658,KJFK,DAL1854 ,3142.0,378.0,2196,11,1,1,2021-01-03,,,,,,,,,,,,
aded77,1609677724,KMCO,1609684198,KJFK,JBU1084 ,11305.0,1022.0,2764,34,0,1,2021-01-03,,,,,,,,,,,,
a3c514,1609677666,Unknown,1609684119,KJFK,DAL2126 ,1636.0,115.0,2367,3,0,1,2021-01-03,,,,,,,,,,,,
868340,1609640808,Unknown,1609683292,KJFK,JAL8006 ,1636.0,115.0,2334,3,0,1,2021-01-03,,,,,,,,,,,,
78076e,1609644832,Unknown,1609682812,KJFK,CCA591  ,1636.0,115.0,2325,3,0,1,2021-01-03,,,,,,,,,,,,
a33666,1609679640,KSYR,1609682264,KJFK,JBU1815 ,1607.0,290.0,2477,11,1,1,2021-01-03,,,,,,,,,,,,
780c5c,1609658760,PANC,1609681377,KJFK,CAO1029 ,2734.0,441.0,2994,41,7,1,2021-01-03,,,,,,,,,,,,
ab9de9,1609678365,Unknown,1609681257,KJFK,DAL1942 ,1636.0,115.0,2766,26,0,1,2021-01-03,,,,,,,,,,,,
8695c6,1609637447,RJTT,1609680448,KJFK,ANA110  ,7595.0,888.0,3049,49,0,1,2021-01-03,,,,,,,,,,,,
abf7e2,1609676585,KRDU,1609680025,KJFK,RPA5601 ,1178.0,57.0,2348,3,0,1,2021-01-03,,,,,,,,,,,,
abd2e6,1609676993,Unknown,1609679845,KJFK,DAL1993 ,1636.0,115.0,2151,11,0,1,2021-01-03,,,,,,,,,,,,
acb679,1609676850,KSYR,1609679524,KJFK,EDV4632 ,1501.0,283.0,2292,11,1,1,2021-01-03,,,,,,,,,,,,
a19dff,1609675789,KBUF,1609679210,KJFK,RPA5761 ,2147.0,281.0,2153,19,3,1,2021-01-03,,,,,,,,,,,,
a3dc5a,1609675749,KROC,1609678868,KJFK,EDV5021 ,358.0,25.0,2363,3,1,1,2021-01-03,,,,,,,,,,,,
a1b449,1609676131,KDCA,1609678679,KJFK,RPA5617 ,1167.0,185.0,2639,26,0,1,2021-01-03,,,,,,,,,,,,
06a10d,1609629637,OTHH,1609678530,KJFK,QTR82P  ,1369.0,19.0,3198,64,1,1,2021-01-03,,,,,,,,,,,,
ac7b1b,1609675272,Unknown,1609678404,KJFK,JBU1810 ,1636.0,115.0,2161,3,0,1,2021-01-03,,,,,,,,,,,,
ace063,1609661973,KLAS,1609677946,KJFK,JBU2348 ,1532.0,100.0,1945,26,1,1,2021-01-03,,,,,,,,,,,,
aa7bea,1609660920,KPDX,1609677806,KJFK,DAL379  ,2907.0,264.0,2629,26,3,1,2021-01-03,,,,,,,,,,,,
a7de53,1609659457,KRNO,1609676229,KJFK,JBU80   ,1262.0,33.0,2128,11,0,1,2021-01-03,,,,,,,,,,,,
e80244,1609650621,SPJC,1609675969,KJFK,LPE2372 ,2435.0,277.0,4361,95,3,1,2021-01-03,,,,,,,,,,,,
ad1927,1609658805,KSEA,1609675794,KJFK,JBU264  ,888.0,73.0,2686,11,2,1,2021-01-03,,,,,,,,,,,,
ac1951,1609672999,KBOS,1609675602,KJFK,RPA5729 ,906.0,85.0,2146,3,0,1,2021-01-03,,,,,,,,,,,,
ad1cde,1609658793,KPSP,1609675409,KJFK,JBU2050 ,949.0,83.0,2739,3,0,1,2021-01-03,,,,,,,,,,,,
a5dc31,1609667919,KMIA,1609675229,KJFK,GTI2688 ,796.0,188.0,2164,3,1,1,2021-01-03,,,,,,,,,,,,
8004df,1609621692,VIDP,1609674988,KJFK,AIC101  ,544.0,8.0,2549,18,1,1,2021-01-03,,,,,,,,,,,,
a3a575,1609671620,KBUF,1609674855,KJFK,JBU1001 ,2064.0,235.0,2297,3,3,1,2021-01-03,,,,,,,,,,,,
a46368,1609656554,Unknown,1609674647,KJFK,HAL50   ,1636.0,115.0,2540,11,0,1,2021-01-03,,,,,,,,,,,,
adf4e9,1609671306,Unknown,1609674149,KJFK,JBU1536 ,1636.0,115.0,2358,3,0,1,2021-01-03,,,,,,,,,,,,
a85119,1609671150,KBUF,1609673879,KJFK,JBU66   ,2131.0,341.0,2403,3,1,1,2021-01-03,,,,,,,,,,,,
a299c8,1609671259,KBOS,1609673625,KJFK,JBU917  ,1087.0,138.0,2982,18,0,1,2021-01-03,,,,,,,,,,,,
ab1d28,1609658711,KPHX,1609673534,KJFK,AAL738  ,1169.0,71.0,2354,3,1,1,2021-01-03,,,,,,,,,,,,
04c11c,1609583925,FAOR,1609673381,KJFK,KQA002  ,5994.0,332.0,2629,18,2,1,2021-01-03,,,,,,,,,,,,
ac7aa9,1609661681,Unknown,1609672907,KJFK,DAL1150 ,1636.0,115.0,2609,18,0,1,2021-01-03,,,,,,,,,,,,
